name,salary_from,salary_to,salary_currency,area_name,published_at
Сервисный специалист по обслуживанию и ремонту оборудования,60000,100000,RUR,Новороссийск,2022-12-21T16:44:21+0300
Руководитель проекта,150000,235000,RUR,Москва,2022-12-21T22:06:53+0300
Системный администратор,70000,110000,RUR,Москва,2022-12-21T20:26:29+0300
Дизайнер,45000,50000,RUR,Санкт-Петербург,2022-12-21T16:09:15+0300
Системный администратор,100000,,RUR,Электросталь,2022-12-21T17:22:02+0300
Мастер слесарного цеха (грузовой автосервис),80000,,RUR,Подольск (Московская область),2022-12-21T16:20:42+0300
3д дизайнер малых форм сувениров,30000,50000,RUR,Киров (Кировская область),2022-12-21T21:38:34+0300
Фрезеровщик,40000,50000,RUR,Санкт-Петербург,2022-12-21T17:03:29+0300
Механик,,145000,RUR,Новый Уренгой,2022-12-21T17:52:47+0300
Менеджер проекта,,100000,RUR,Москва,2022-12-21T19:23:10+0300
Специалист технической поддержки,57500,80500,RUR,Москва,2022-12-21T20:16:08+0300
Журналист в отдел расследований федерального СМИ,,80000,RUR,Красноярск,2022-12-21T20:47:28+0300
Удалённый бизнес - ассистент руководителя / Project manager,15000,30000,RUR,Москва,2022-12-21T16:25:44+0300
Монтажник РЭА на выводной монтаж,65000,,RUR,Санкт-Петербург,2022-12-21T16:30:37+0300
Программист - разработчик С#,250000,250000,RUR,Москва,2022-12-21T17:52:40+0300
Фрезеровщик (г. Шумерля),110000,,RUR,Канаш,2022-12-21T21:14:14+0300
Оформитель торгового комплекса (ул. Домостроителей),31000,38000,RUR,Воронеж,2022-12-21T18:20:52+0300
Сотрудник копицентра,33000,50000,RUR,Санкт-Петербург,2022-12-21T22:31:09+0300
Инженер-механик,70000,,RUR,Фролово,2022-12-21T16:32:17+0300
Менеджер проекта,70000,90000,RUR,Санкт-Петербург,2022-12-21T19:50:29+0300
Фрезеровщик 4 разряда (вахта с проживанием),140000,,RUR,Санкт-Петербург,2022-12-21T17:08:36+0300
Монтажник слаботочных систем,80000,100000,RUR,Санкт-Петербург,2022-12-21T16:27:23+0300
Fullstack Middle разработчик/инженер программист/веб программист/разработчик 1С-Битрикс,70000,150000,RUR,Рязань,2022-12-21T21:34:06+0300
Менеджер по проектам,60000,300000,RUR,Сочи,2022-12-21T20:31:44+0300
Специалист техподдержки логистики Маркета,32000,40000,RUR,Саратов,2022-12-21T16:11:58+0300
Графический дизайнер,25000,30000,RUR,Челябинск,2022-12-21T16:30:37+0300
Бренд-менеджер (маркетолог),50000,53000,RUR,Архангельск,2022-12-21T16:39:22+0300
"Токарь (16к20), г. Шумерля",110000,,RUR,Алатырь,2022-12-21T21:05:20+0300
Инженер-механик,70000,,RUR,Волгоград,2022-12-21T16:32:16+0300
Токарь-расточник,126000,130000,RUR,Сасово,2022-12-21T17:05:35+0300
Фрезеровщик (г. Шумерля),110000,,RUR,Киров (Кировская область),2022-12-21T21:14:14+0300
Монтажник кабельных сетей,25000,,KGS,Бишкек,2022-12-21T21:33:26+0300
Системный администратор,,35000,RUR,Воронеж,2022-12-21T18:30:07+0300
"Журналист на дистанционный формат работы в компанию ""Город Инвесторов""",30000,,RUR,Москва,2022-12-21T16:01:11+0300
Журналист-копирайтер,30000,,RUR,Чебоксары,2022-12-21T18:00:18+0300
Инженер по тестированию ПО,60000,,RUR,Протвино,2022-12-21T16:23:07+0300
Специалист по сбору информации,24000,30000,RUR,Пятигорск,2022-12-21T18:11:48+0300
Project Manager mobile / Менеджер IT проекта,100000,120000,RUR,Москва,2022-12-21T19:42:45+0300
Журналист в отдел расследований федерального СМИ,,80000,RUR,Москва,2022-12-21T20:47:28+0300
Инженер по ремонту и обслуживанию оргтехники,80000,,RUR,Москва,2022-12-21T16:23:09+0300
Ведущий инженер-разработчик электроники (STM32 / Altium),150000,250000,RUR,Казань,2022-12-21T23:09:36+0300
Токарь,70000,82000,RUR,Тула,2022-12-21T16:09:51+0300
Фрезеровщик (г. Шумерля),110000,,RUR,Казань,2022-12-21T21:14:14+0300
Рабочий по комплексному обслуживанию зданий,20000,,RUR,Батайск,2022-12-21T16:19:47+0300
Сервисный инженер,50000,,RUR,Курск,2022-12-21T16:19:29+0300
Системный администратор,70000,,RUR,Москва,2022-12-21T16:22:02+0300
Токарь-расточник,126000,130000,RUR,Рязань,2022-12-21T17:05:35+0300
Контролер технического состояния Транспортных Средств,35000,,RUR,Ростов-на-Дону,2022-12-21T20:31:25+0300
Дизайнер одежды,30000,,RUR,Махачкала,2022-12-21T18:34:33+0300
Сервисный инженер/Инженер КИПиА,90000,120000,RUR,Москва,2022-12-21T20:18:58+0300
Специалист технической поддержки,35000,50000,RUR,Владимир,2022-12-21T23:49:56+0300
Дизайнер-верстальщик,70000,,RUR,Москва,2022-12-21T17:48:05+0300
Токарь,45000,50000,RUR,Саратов,2022-12-21T17:28:32+0300
Монтажник (Слаботочные системы),65000,90000,RUR,Санкт-Петербург,2022-12-21T18:26:38+0300
DevOps инженер,200000,300000,RUR,Москва,2022-12-21T22:04:31+0300
Веб-разработчик,70000,110000,RUR,Новосибирск,2022-12-21T16:16:16+0300
Менеджер-консультант компьютерной техники,800,,BYR,Минск,2022-12-21T17:59:25+0300
Программист 1C,150000,180000,RUR,Чёрное (Московская область),2022-12-21T17:40:45+0300
Менеджер отдела технической поддержки,40000,65000,RUR,Санкт-Петербург,2022-12-21T16:42:47+0300
АСУТП/Инженер технической поддержки/Наладчик кассового оборудования,,150000,RUR,Электросталь,2022-12-21T21:14:57+0300
Руководитель проектов,100000,150000,RUR,Москва,2022-12-21T17:57:32+0300
Дизайнер-мерчендайзер,35000,,RUR,Оренбург,2022-12-21T17:22:54+0300
Менеджер по товародвижению (автозаказу),50000,50000,RUR,Казань,2022-12-21T16:23:20+0300
Оператор линии SMD / Оператор участка поверхностного монтажа,60000,,RUR,Санкт-Петербург,2022-12-21T16:30:37+0300
Team lead в группу внедрения и сопровождения (Support lead),120000,,RUR,Ростов-на-Дону,2022-12-21T21:22:18+0300
Frontend Developer (Smart TV),180000,,RUR,Тбилиси,2022-12-21T16:00:07+0300
Фрезеровщик (г. Шумерля),110000,,RUR,Чебоксары,2022-12-21T21:14:14+0300
"Второй механик на круизном судне ""Князь Владимир""",100000,,RUR,Сочи,2022-12-21T17:03:48+0300
"Аналитик (консалтинговые проекты, коммерческая недвижимость, отраслевая аналитика)",80000,,RUR,Москва,2022-12-21T18:14:43+0300
Инженер-разработчик (Embedded/Алгоритмы/Qt/C++),150000,,RUR,Санкт-Петербург,2022-12-21T17:10:38+0300
Технический эксперт на пункт техосмотра,40000,,RUR,Краснодар,2022-12-21T21:20:22+0300
Электронщик,80000,,RUR,Санкт-Петербург,2022-12-21T17:03:22+0300
Руководитель транспортного отдела,120000,130000,RUR,Москва,2022-12-21T16:16:08+0300
Фрезеровщик (ученик),55000,65000,RUR,Тверь,2022-12-21T21:14:02+0300
Фрезеровщик (механический цех),80000,,RUR,Санкт-Петербург,2022-12-21T16:55:22+0300
Ночной системный инженер мониторинга,70000,110000,RUR,Белгород,2022-12-21T16:06:57+0300
Монтажница/монтажник РЭА,50000,70000,RUR,Москва,2022-12-21T20:02:44+0300
Специалист по работе с корпоративными клиентами (не продажи),32000,,RUR,Екатеринбург,2022-12-21T19:14:52+0300
Аналитик данных,80000,,RUR,Москва,2022-12-21T19:50:41+0300
Архитектор-концептуалист,90000,,RUR,Санкт-Петербург,2022-12-21T16:40:53+0300
Шлифовщик (г. Липецк),100000,,RUR,Тула,2022-12-21T21:18:36+0300
Оператор фрезерного станка с ЧПУ на мебельное производство,80000,90000,RUR,Москва,2022-12-21T18:19:40+0300
Выпускающий механик (МЦД Курьяново),65000,,RUR,Москва,2022-12-21T18:32:36+0300
Аналитик отдела продаж,60000,100000,RUR,Москва,2022-12-21T18:29:41+0300
Специалист технической поддержки,,70000,RUR,Москва,2022-12-21T19:58:52+0300
Инженер-механик,70000,120000,RUR,Москва,2022-12-21T22:13:55+0300
